claimId,userId,contractId,policyType,firstName,lastName,profession,phone,email,postalAddress,incidentType,incidentDate,incidentTime,incidentLocation,incidentDescription,damages,thirdPartyInvolved,supportingFilesCount,label,indemnity,isCompatible,isDuplicate
452,36,8,voyage,Roger,Alexandre,Médecin,+33 5 31 64 52 46,xmaury@example.net,"66, chemin Richard",vol,2025-01-30,08:49,Aubry,Collision à Briand-sur-Riou,Murs et sol endommagés,True,3,suspicieux,0,False,False
453,50,52,habitation,Agnès,Guillet,Chauffeur,06 27 38 94 47,ugrenier@example.org,"682, chemin Michèle Didier",incendie,2025-05-21,11:32,Berger,Vol d’objets à Saint Marguerite,Murs et sol endommagés,False,1,valide,3014,True,False
454,27,97,automobile,Arthur,Lemoine,Médecin,0386813057,mariannelaroche@example.net,"2, rue Christophe Denis",incendie,2025-04-14,23:02,Guillou-les-Bains,Maladie grave diagnostiquée,Dommages divers,True,0,suspicieux,0,False,True
455,45,92,automobile,Monique,Godard,Ingénieur,03 55 14 24 21,anouk07@example.com,boulevard Moreau,vol,2024-09-23,03:38,Paris,Maladie grave diagnostiquée,Pare-chocs endommagé,False,1,valide,5527,True,False
456,4,16,professionnelle,Chantal,Cordier,Commerçant,+33 (0)1 76 70 53 90,chretiensimone@example.com,"41, rue de Fernandes",accident,2024-11-01,22:15,Grenier,Incident non précisé,Bijoux volés,True,2,suspicieux,0,False,True
457,26,20,voyage,Aurore,Schneider,Médecin,0594469478,bhamon@example.org,"38, rue de Gilles",accident,2025-05-09,10:18,Gimenez,Collision à Pages-la-Forêt,Bijoux volés,False,0,suspicieux,0,False,False
458,39,72,voyage,Margot,Lemoine,Ingénieur,0636544809,lroche@example.com,"24, boulevard Astrid Auger",incendie,2024-09-02,10:17,Turpin,Vol d’objets à De Sousa,Mobilier brûlé,False,1,suspicieux,0,False,False
459,44,64,professionnelle,Guillaume,Guillou,Chauffeur,+33 4 75 50 11 78,kleleu@example.org,"439, boulevard Devaux",incendie,2024-09-23,10:39,Saint Frédéric,Maladie grave diagnostiquée,Frais médicaux,False,0,suspicieux,0,False,False
460,46,37,santé,Zoé,Laroche,Enseignant,+33 (0)3 76 00 35 02,ggallet@example.org,"21, avenue de Bonneau",accident,2025-02-01,23:38,Costa,Maladie grave diagnostiquée,Frais médicaux,False,0,suspicieux,0,False,False
461,29,84,voyage,Chantal,Marin,Chauffeur,+33 4 67 69 38 56,guyotchristiane@example.com,"350, avenue de Durand",maladie,2024-09-13,10:50,Sainte Antoinettenec,Vol d’objets à Marin,Pare-chocs endommagé,True,2,valide,1529,True,False
462,23,74,voyage,Céline,Roussel,Commerçant,0636413372,gosselinedouard@example.com,rue Faure,dégât des eaux,2025-02-28,09:10,Nguyen,Incident non précisé,Dommages divers,True,0,suspicieux,0,False,False
463,19,68,automobile,Nicolas,Vincent,Ingénieur,0469900939,leon96@example.org,"708, avenue Marine Muller",vol,2024-09-17,20:51,Martinez,Incendie dans une maison à Lebrun,Frais médicaux,False,0,suspicieux,0,True,False
464,38,82,automobile,Margot,Carpentier,Enseignant,04 75 83 81 65,josettethierry@example.net,"21, chemin Allard",accident,2024-09-26,17:47,Barreboeuf,Maladie grave diagnostiquée,Murs et sol endommagés,False,1,suspicieux,0,True,False
465,20,1,responsabilité civile,Théodore,Benoit,Ingénieur,+33 (0)2 23 82 41 34,philippineleconte@example.com,"43, rue Colette Perez",maladie,2025-01-23,23:31,Antoine,Inondation à Saint Olivierboeuf,Mobilier brûlé,True,0,suspicieux,0,False,True
466,10,58,professionnelle,Simone,Mahe,Chauffeur,0534167903,gabrielleblot@example.net,"98, rue Guillaume",vol,2024-07-04,12:58,Carredan,Vol d’objets à Saint Eugène,Pare-chocs endommagé,True,2,suspicieux,0,False,False
467,8,6,voyage,Sébastien,Thierry,Commerçant,+33 2 90 63 66 04,genevieve03@example.net,"18, rue Le Gall",dégât des eaux,2024-11-19,06:01,Royer,Vol d’objets à CostaVille,Bijoux volés,False,3,suspicieux,0,False,False
468,9,58,responsabilité civile,Éléonore,Garnier,Ingénieur,06 35 78 32 86,nmichel@example.net,"72, chemin de Lebreton",vol,2024-06-24,22:12,Hardy-sur-Grenier,Vol d’objets à Lebon-les-Bains,Bijoux volés,True,1,suspicieux,0,False,False
469,28,69,automobile,Astrid,Fabre,Médecin,+33 (0)4 85 51 62 79,roland98@example.org,"75, chemin Adèle Teixeira",accident,2024-11-25,14:26,Devaux,Incident non précisé,Dommages divers,False,1,suspicieux,0,True,False
470,3,97,santé,Aimée,Foucher,Commerçant,+33 (0)3 26 05 77 77,epayet@example.net,"94, boulevard Dominique Cousin",dégât des eaux,2024-11-11,01:02,Menard,Inondation à Bousquet-les-Bains,Frais médicaux,True,3,suspicieux,0,False,False
471,40,14,automobile,Paul,Becker,Ingénieur,+33 2 22 89 38 68,christinecourtois@example.com,"49, boulevard de Thibault",accident,2025-01-20,13:53,Saint Thibault,Incident non précisé,Dommages divers,True,1,suspicieux,0,True,False
472,35,19,santé,Guy,Benoit,Ingénieur,+33 1 30 77 43 19,laetitia51@example.com,"2, rue Roland Lucas",vol,2024-10-10,19:36,Paul,Incendie dans une maison à Michel,Mobilier brûlé,True,3,suspicieux,0,False,False
473,45,64,voyage,Édouard,Adam,Enseignant,+33 5 57 79 19 11,de-sousahenriette@example.com,"16, avenue Jules Labbé",dégât des eaux,2024-09-27,03:28,Martins-sur-Becker,Maladie grave diagnostiquée,Mobilier brûlé,False,2,suspicieux,0,False,False
474,19,97,responsabilité civile,Richard,Lévy,Médecin,+33 2 78 33 64 55,isaacroussel@example.org,"9, avenue Manon Daniel",accident,2025-06-02,16:56,Cohen,Vol d’objets à Besnarddan,Murs et sol endommagés,True,1,valide,4785,True,False
475,36,27,voyage,Augustin,Pelletier,Commerçant,+33 (0)2 50 78 28 46,ijulien@example.org,"10, rue Emmanuel Goncalves",vol,2024-07-14,11:40,Voisin,Maladie grave diagnostiquée,Frais médicaux,False,3,suspicieux,0,False,False
476,33,32,voyage,Élise,Le Roux,Commerçant,+33 4 57 55 74 88,eugenechauvin@example.org,"27, boulevard de Fernandes",vol,2024-08-16,23:51,Lecoq,Collision à Devaux,Mobilier brûlé,True,0,suspicieux,0,False,False
477,10,9,responsabilité civile,Joseph,Lemoine,Médecin,02 55 35 95 35,samsonnathalie@example.com,"12, boulevard Marion",maladie,2024-11-22,19:20,Sainte Alexandria-sur-Mer,Incendie dans une maison à Briand,Frais médicaux,True,2,suspicieux,0,False,False
478,19,96,santé,Matthieu,Ribeiro,Enseignant,+33 5 55 41 70 12,juliettefouquet@example.org,"972, rue Bègue",accident,2025-06-19,00:48,Sainte Jérôme,Collision à Clerc-sur-Lemaître,Bijoux volés,False,2,suspicieux,0,False,False
479,21,85,automobile,Hugues,Moreau,Médecin,0766750079,zbrun@example.com,"16, chemin Wagner",maladie,2024-06-23,02:02,Camus,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
480,13,6,santé,Louise,Blin,Enseignant,+33 2 47 84 62 20,emiliejacques@example.net,"70, rue Albert",vol,2024-08-13,22:11,Petitjean,Collision à Morvan,Bijoux volés,True,0,suspicieux,0,False,False
481,31,72,santé,Georges,Coste,Enseignant,0146658638,marc00@example.org,"85, rue de Wagner",vol,2024-09-20,23:24,Torres-sur-Martel,Vol d’objets à Mercier-sur-Mer,Bijoux volés,False,3,suspicieux,0,False,False
482,20,10,santé,Michèle,Hamon,Enseignant,+33 1 88 44 78 91,larochethibault@example.org,"53, chemin Renault",dégât des eaux,2025-01-01,14:51,Sainte Marie-la-Forêt,Collision à Allain-sur-Mer,Murs et sol endommagés,True,0,suspicieux,0,False,False
483,25,96,voyage,Odette,Weiss,Ingénieur,+33 4 80 75 03 69,ofrancois@example.com,"6, avenue Antoine",accident,2024-11-11,02:53,Nicolas,Collision à Tessier-sur-Dupuy,Mobilier brûlé,True,1,suspicieux,0,False,False
484,20,29,professionnelle,Marianne,Bailly,Médecin,+33 3 86 40 15 96,andre98@example.com,"85, rue Célina Lambert",accident,2024-11-16,13:04,Roussel,Inondation à Saint Monique-les-Bains,Bijoux volés,False,3,suspicieux,0,False,False
485,9,49,responsabilité civile,Victoire,Fontaine,Ingénieur,04 68 41 03 29,christopherocher@example.net,"8, chemin de Teixeira",incendie,2025-06-21,19:33,Descamps-les-Bains,Vol d’objets à Joseph,Bijoux volés,False,3,suspicieux,0,False,False
486,45,58,voyage,Édouard,Clerc,Commerçant,02 97 65 07 79,kchretien@example.net,"30, avenue de Ferreira",accident,2024-09-10,13:03,Collin-sur-Mer,Collision à Baronnec,Murs et sol endommagés,False,3,suspicieux,0,False,False
487,19,98,professionnelle,Manon,Leroux,Commerçant,04 66 66 12 56,sophie84@example.org,"4, rue de Charles",accident,2024-10-25,23:33,Cousin,Incendie dans une maison à Marques-sur-Martinez,Pare-chocs endommagé,True,1,suspicieux,0,False,False
488,35,90,habitation,Paul,Ramos,Médecin,+33 3 84 84 25 98,maillotbenjamin@example.com,rue Marin,incendie,2024-07-11,18:58,Carlier-les-Bains,Vol d’objets à Colas,Mobilier brûlé,True,2,valide,2796,True,False
489,1,40,responsabilité civile,Henri,Cohen,Médecin,+33 (0)4 95 91 90 21,delormealexandre@example.net,"644, rue Poirier",dégât des eaux,2024-11-11,05:51,Royboeuf,Incident non précisé,Dommages divers,False,3,suspicieux,0,False,False
490,4,97,responsabilité civile,Alexandrie,Berthelot,Médecin,03 64 81 49 02,dmarion@example.com,"124, rue de Marchal",vol,2024-06-27,04:06,Simon-sur-Mer,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
491,26,3,responsabilité civile,Luc,Hervé,Chauffeur,+33 4 69 81 96 07,fbesnard@example.net,"67, avenue de Bernard",incendie,2024-10-27,00:58,Merle,Collision à Cohen,Murs et sol endommagés,True,3,suspicieux,0,False,False
492,7,6,automobile,Roland,Payet,Chauffeur,+33 3 55 37 59 66,xpoulain@example.org,"82, rue de Barbe",vol,2025-03-19,19:17,Benoit,Inondation à Regnierboeuf,Frais médicaux,True,2,valide,3388,True,False
493,46,69,automobile,Michèle,Simon,Commerçant,04 68 71 99 59,delattrephilippine@example.net,"54, avenue de Lecoq",dégât des eaux,2025-04-21,05:48,Guyot,Collision à Collin,Bijoux volés,True,3,suspicieux,0,False,False
494,13,89,responsabilité civile,Bertrand,Hamel,Médecin,+33 (0)4 32 71 06 74,adrien12@example.org,boulevard Pauline Henry,incendie,2024-06-29,20:08,Cousin-sur-Bruneau,Vol d’objets à Gaillard,Mobilier brûlé,False,2,suspicieux,0,False,False
495,22,36,transport,Michelle,Sanchez,Ingénieur,+33 (0)1 58 31 81 84,delaunaysusan@example.net,"51, rue de Georges",incendie,2025-02-12,15:31,DufourVille,Incident non précisé,Dommages divers,True,2,suspicieux,0,False,False
496,12,47,responsabilité civile,Adélaïde,Mallet,Ingénieur,0476958847,regniermargot@example.net,"3, avenue Capucine Meyer",dégât des eaux,2024-09-06,16:26,Rémy,Collision à De Oliveiraboeuf,Murs et sol endommagés,True,1,suspicieux,0,False,False
497,38,29,professionnelle,Laurent,Bouvet,Chauffeur,04 69 58 40 89,penelopecouturier@example.com,"81, rue de Marie",maladie,2025-05-16,02:29,Muller-la-Forêt,Inondation à Mallet-sur-Georges,Pare-chocs endommagé,True,2,suspicieux,0,False,False
498,47,32,transport,Aurélie,Pereira,Commerçant,+33 3 73 62 65 07,suzanneklein@example.org,chemin Monique Martinez,incendie,2024-10-01,06:02,Jacquet-la-Forêt,Inondation à François,Mobilier brûlé,False,2,suspicieux,0,False,True
499,6,29,responsabilité civile,Isabelle,Roger,Ingénieur,+33 (0)3 69 02 81 45,hbousquet@example.net,"50, avenue Clément",incendie,2025-02-18,20:29,Sainte CharlesBourg,Incident non précisé,Dommages divers,False,3,suspicieux,0,False,False
500,35,42,automobile,Léon,Maillot,Médecin,05 18 37 25 47,franck83@example.net,"221, boulevard Tanguy",maladie,2024-06-30,03:12,Sainte David,Incident non précisé,Dommages divers,False,1,suspicieux,0,False,False
